-28.835	0.0	0.0	0.0	-2.0207	0.0	2.03470	0.0	0.0	0.0	-0.9424	0.0	14.0173	0.0	2.51625	0.0	8.83615	0.0	-0.0415	0.0	0.0	0.0	0.70362	0.0	9.46549	0.0	0.0	0.0	2.26846	0.0	-2.9857	0.0	-2.0400	0.0	0.93965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2975	-1.2373	9.41231	-11.971	0.17795	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-39.019	0.0	0.0	0.0	0.0	0.0	-1.2243	0.0	6.09479	4.74893	0.0	0.0	16.4444	0.0	0.0	0.24438	0.0	0.08107	5.36315	0.0	0.0	-1.0437	0.0	0.0	17.3641	0.0	0.64452	0.0	0.0	0.0	-0.4260	0.0	-2.2112	-5.5469	0.0	0.0	0.0	0.0	1.63191	-0.4513	-3.5652	0.87130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-21.023	-2.2429	0.0	-1.5912	-4.2140	0.0	1.47796	0.0	0.0	2.17719	0.0	0.0	3.86976	0.0	0.0	2.98617	0.43920	0.0	0.39354	3.31548	0.0	0.0	3.25855	0.0	9.78319	-0.3235	0.0	6.20472	5.09215	0.0	-1.1616	-0.7403	0.0	-4.5799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2258	-1.5977	-2.9603	-0.8402	2.50368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.2338	-35.598	0.0	12.0449	0.0	-0.8675	0.0	0.24686	0.0	-0.1749	0.0	0.0	0.0	9.04608	0.0	0.0	0.0	0.24778	0.0	11.0615	0.0	8.26780	0.0	0.0	0.0	0.70126	0.0	0.96211	0.15711	0.0	0.0	-1.3827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2990	-2.6452	-0.4487	-1.0850
-0.6499	0.0	0.0	0.0	-40.588	0.0	0.04339	0.0	0.0	0.0	-1.3444	0.0	0.0	0.0	0.0	0.0	4.54493	0.0	0.0	0.0	0.0	0.0	16.4990	0.0	0.0	0.0	0.0	0.0	13.7818	0.0	0.0	0.0	0.0	0.0	0.09961	0.0	0.56169	14.7893	-8.9432	-0.0482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46044	-1.2056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.16580	12.6054	0.0	-45.737	0.0	0.0	0.0	0.0	0.0	2.24892	0.0	0.0	0.0	0.56461	0.0	-2.9284	0.0	0.0	0.0	8.00346	0.0	3.63657	0.0	0.0	0.0	-1.6947	0.0	23.2703	-0.1666	0.0	0.0	0.19201	0.0	0.22399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4448	-0.9484
7.08776	0.0	-0.7316	0.0	-0.0169	0.0	-30.747	0.0	0.0	-1.0778	0.22123	0.0	0.20861	0.0	-5.1551	0.0	0.86498	0.0	4.17887	0.0	0.0	0.34439	0.06785	0.0	11.4217	-2.4726	0.0	0.0	-0.3266	0.0	12.0345	0.0	1.29736	-1.3657	4.56178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11732	-0.5123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.83633	0.0	0.68804	0.0	0.0	0.0	-28.561	0.0	-1.1844	0.0	0.0	0.0	-2.0663	0.0	2.23301	0.0	0.0	0.0	7.31187	0.0	-2.8038	0.0	0.0	0.0	0.0	0.0	9.79451	0.0	0.0	0.0	9.65791	0.0	1.89332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80682	-2.7199	0.61350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.9364	9.17066	2.92306	-1.6561	0.0	0.0
0.0	0.0	-1.2572	0.0	0.0	0.0	0.0	0.0	-28.536	0.0	0.0	0.0	0.21836	0.0	12.9276	0.0	0.0	0.34836	0.0	0.0	10.2628	0.19229	0.0	0.0	0.25429	0.0	7.77692	0.0	0.0	-0.2884	-8.7852	0.0	-0.9316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17890	6.99585	7.17666	-4.5322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6407	-0.3600	0.0	0.0	0.0	0.0	0.0	0.0
0.0	5.70561	0.0	1.01545	0.0	0.0	0.42403	-4.0469	0.0	-47.560	-2.0190	0.0	0.0	-5.1492	0.0	-1.6378	0.0	0.0	12.7840	5.32345	0.0	-3.0482	0.0	0.0	0.0	5.72856	0.0	5.66910	0.0	0.0	0.05169	-0.2212	0.0	21.9573	2.16508	0.0	0.0	0.0	0.0	0.0	1.57744	0.07811	0.04741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15541	0.0	0.0	0.0
